gk,ump,peng,upah,provinsi,cluster
293697.0,1900000.0,395136.0,11226.0,ACEH,0
293697.0,1900000.0,260183.00000000006,11226.0,ACEH,0
293697.0,1900000.0,655319.0,11226.0,ACEH,0
293697.0,1900000.0,466355.0,11226.0,ACEH,0
293697.0,1900000.0,529945.0,11226.0,ACEH,0
293697.0,1900000.0,996300.0,11226.0,ACEH,0
293697.0,1900000.0,415354.0,11226.0,ACEH,0
293697.0,1900000.0,336764.0,11226.0,ACEH,0
293697.0,1900000.0,752118.0,11226.0,ACEH,0
302128.0,1900000.0,395136.0,11226.0,ACEH,0
302128.0,1900000.0,260183.00000000006,11226.0,ACEH,0
302128.0,1900000.0,655319.0,11226.0,ACEH,0
302128.0,1900000.0,466355.0,11226.0,ACEH,0
302128.0,1900000.0,529945.0,11226.0,ACEH,0
302128.0,1900000.0,996300.0,11226.0,ACEH,0
302128.0,1900000.0,415354.0,11226.0,ACEH,0
302128.0,1900000.0,336764.0,11226.0,ACEH,0
302128.0,1900000.0,752118.0,11226.0,ACEH,0
306243.0,2118500.0,412251.0,13627.0,ACEH,0
306243.0,2118500.0,272829.0,13627.0,ACEH,0
306243.0,2118500.0,685080.0,13627.0,ACEH,0
306243.0,2118500.0,548853.0,13627.0,ACEH,0
306243.0,2118500.0,559492.0,13627.0,ACEH,0
306243.0,2118500.0,1108346.0,13627.0,ACEH,2
306243.0,2118500.0,451952.0,13627.0,ACEH,0
306243.0,2118500.0,356142.0,13627.0,ACEH,0
306243.0,2118500.0,808094.0,13627.0,ACEH,0
319768.0,2118500.0,412251.0,13627.0,ACEH,0
319768.0,2118500.0,272829.0,13627.0,ACEH,0
319768.0,2118500.0,685080.0,13627.0,ACEH,0
319768.0,2118500.0,548853.0,13627.0,ACEH,0
319768.0,2118500.0,559492.0,13627.0,ACEH,0
319768.0,2118500.0,1108346.0,13627.0,ACEH,2
319768.0,2118500.0,451952.0,13627.0,ACEH,0
319768.0,2118500.0,356142.0,13627.0,ACEH,0
319768.0,2118500.0,808094.0,13627.0,ACEH,0
297479.0,1900000.0,395136.0,11226.0,ACEH,0
297479.0,1900000.0,260183.00000000006,11226.0,ACEH,0
297479.0,1900000.0,655319.0,11226.0,ACEH,0
297479.0,1900000.0,466355.0,11226.0,ACEH,0
297479.0,1900000.0,529945.0,11226.0,ACEH,0
297479.0,1900000.0,996300.0,11226.0,ACEH,0
297479.0,1900000.0,415354.0,11226.0,ACEH,0
297479.0,1900000.0,336764.0,11226.0,ACEH,0
297479.0,1900000.0,752118.0,11226.0,ACEH,0
306737.0,1900000.0,395136.0,11226.0,ACEH,0
306737.0,1900000.0,260183.00000000006,11226.0,ACEH,0
306737.0,1900000.0,655319.0,11226.0,ACEH,0
306737.0,1900000.0,466355.0,11226.0,ACEH,0
306737.0,1900000.0,529945.0,11226.0,ACEH,0
306737.0,1900000.0,996300.0,11226.0,ACEH,0
306737.0,1900000.0,415354.0,11226.0,ACEH,0
306737.0,1900000.0,336764.0,11226.0,ACEH,0
306737.0,1900000.0,752118.0,11226.0,ACEH,0
315697.0,2118500.0,412251.0,13627.0,ACEH,0
315697.0,2118500.0,272829.0,13627.0,ACEH,0
315697.0,2118500.0,685080.0,13627.0,ACEH,0
315697.0,2118500.0,548853.0,13627.0,ACEH,0
315697.0,2118500.0,559492.0,13627.0,ACEH,0
315697.0,2118500.0,1108346.0,13627.0,ACEH,2
315697.0,2118500.0,451952.0,13627.0,ACEH,0
315697.0,2118500.0,356142.0,13627.0,ACEH,0
315697.0,2118500.0,808094.0,13627.0,ACEH,0
324854.0,2118500.0,412251.0,13627.0,ACEH,0
324854.0,2118500.0,272829.0,13627.0,ACEH,0
324854.0,2118500.0,685080.0,13627.0,ACEH,0
324854.0,2118500.0,548853.0,13627.0,ACEH,0
324854.0,2118500.0,559492.0,13627.0,ACEH,0
324854.0,2118500.0,1108346.0,13627.0,ACEH,2
324854.0,2118500.0,451952.0,13627.0,ACEH,0
324854.0,2118500.0,356142.0,13627.0,ACEH,0
324854.0,2118500.0,808094.0,13627.0,ACEH,2
296406.0,1900000.0,395136.0,11226.0,ACEH,0
296406.0,1900000.0,260183.00000000006,11226.0,ACEH,0
296406.0,1900000.0,655319.0,11226.0,ACEH,0
296406.0,1900000.0,466355.0,11226.0,ACEH,0
296406.0,1900000.0,529945.0,11226.0,ACEH,0
296406.0,1900000.0,996300.0,11226.0,ACEH,0
296406.0,1900000.0,415354.0,11226.0,ACEH,0
296406.0,1900000.0,336764.0,11226.0,ACEH,0
296406.0,1900000.0,752118.0,11226.0,ACEH,0
305428.0,1900000.0,395136.0,11226.0,ACEH,0
305428.0,1900000.0,260183.00000000006,11226.0,ACEH,0
305428.0,1900000.0,655319.0,11226.0,ACEH,0
305428.0,1900000.0,466355.0,11226.0,ACEH,0
305428.0,1900000.0,529945.0,11226.0,ACEH,0
305428.0,1900000.0,996300.0,11226.0,ACEH,0
305428.0,1900000.0,415354.0,11226.0,ACEH,0
305428.0,1900000.0,336764.0,11226.0,ACEH,0
305428.0,1900000.0,752118.0,11226.0,ACEH,0
312801.0,2118500.0,412251.0,13627.0,ACEH,0
312801.0,2118500.0,272829.0,13627.0,ACEH,0
312801.0,2118500.0,685080.0,13627.0,ACEH,0
312801.0,2118500.0,548853.0,13627.0,ACEH,0
312801.0,2118500.0,559492.0,13627.0,ACEH,0
312801.0,2118500.0,1108346.0,13627.0,ACEH,2
312801.0,2118500.0,451952.0,13627.0,ACEH,0
312801.0,2118500.0,356142.0,13627.0,ACEH,0
312801.0,2118500.0,808094.0,13627.0,ACEH,0
323548.0,2118500.0,412251.0,13627.0,ACEH,0
323548.0,2118500.0,272829.0,13627.0,ACEH,0
323548.0,2118500.0,685080.0,13627.0,ACEH,0
323548.0,2118500.0,548853.0,13627.0,ACEH,0
323548.0,2118500.0,559492.0,13627.0,ACEH,0
323548.0,2118500.0,1108346.0,13627.0,ACEH,2
323548.0,2118500.0,451952.0,13627.0,ACEH,0
323548.0,2118500.0,356142.0,13627.0,ACEH,0
323548.0,2118500.0,808094.0,13627.0,ACEH,0
330153.0,2500000.0,494150.0,14809.0,ACEH,2
330153.0,2500000.0,287004.0,14809.0,ACEH,2
330153.0,2500000.0,781155.0,14809.0,ACEH,2
330153.0,2500000.0,610732.0,14809.0,ACEH,2
330153.0,2500000.0,576134.0,14809.0,ACEH,2
330153.0,2500000.0,1186867.0,14809.0,ACEH,2
330153.0,2500000.0,529161.0,14809.0,ACEH,2
330153.0,2500000.0,373833.0,14809.0,ACEH,2
330153.0,2500000.0,902994.0,14809.0,ACEH,2
347811.0,2500000.0,494150.0,14809.0,ACEH,2
347811.0,2500000.0,287004.0,14809.0,ACEH,2
347811.0,2500000.0,781155.0,14809.0,ACEH,2
347811.0,2500000.0,610732.0,14809.0,ACEH,2
347811.0,2500000.0,576134.0,14809.0,ACEH,2
347811.0,2500000.0,1186867.0,14809.0,ACEH,2
347811.0,2500000.0,529161.0,14809.0,ACEH,2
347811.0,2500000.0,373833.0,14809.0,ACEH,2
347811.0,2500000.0,902994.0,14809.0,ACEH,2
351777.0,2700000.0,506656.0,13814.0,ACEH,2
351777.0,2700000.0,331248.0,13814.0,ACEH,2
351777.0,2700000.0,837905.0,13814.0,ACEH,2
351777.0,2700000.0,637432.0,13814.0,ACEH,2
351777.0,2700000.0,633864.0,13814.0,ACEH,2
351777.0,2700000.0,1271297.0,13814.0,ACEH,2
351777.0,2700000.0,547668.0,13814.0,ACEH,2
351777.0,2700000.0,426149.0,13814.0,ACEH,2
351777.0,2700000.0,973817.0,13814.0,ACEH,2
360318.0,2700000.0,506656.0,13814.0,ACEH,2
360318.0,2700000.0,331248.0,13814.0,ACEH,2
360318.0,2700000.0,837905.0,13814.0,ACEH,2
360318.0,2700000.0,637432.0,13814.0,ACEH,2
360318.0,2700000.0,633864.0,13814.0,ACEH,2
360318.0,2700000.0,1271297.0,13814.0,ACEH,2
360318.0,2700000.0,547668.0,13814.0,ACEH,2
360318.0,2700000.0,426149.0,13814.0,ACEH,2
360318.0,2700000.0,973817.0,13814.0,ACEH,2
331267.0,2500000.0,494150.0,14809.0,ACEH,2
331267.0,2500000.0,287004.0,14809.0,ACEH,2
331267.0,2500000.0,781155.0,14809.0,ACEH,2
331267.0,2500000.0,610732.0,14809.0,ACEH,2
331267.0,2500000.0,576134.0,14809.0,ACEH,2
331267.0,2500000.0,1186867.0,14809.0,ACEH,2
331267.0,2500000.0,529161.0,14809.0,ACEH,2
331267.0,2500000.0,373833.0,14809.0,ACEH,2
331267.0,2500000.0,902994.0,14809.0,ACEH,2
346070.0,2500000.0,494150.0,14809.0,ACEH,2
346070.0,2500000.0,287004.0,14809.0,ACEH,2
346070.0,2500000.0,781155.0,14809.0,ACEH,2
346070.0,2500000.0,610732.0,14809.0,ACEH,2
346070.0,2500000.0,576134.0,14809.0,ACEH,2
346070.0,2500000.0,1186867.0,14809.0,ACEH,2
346070.0,2500000.0,529161.0,14809.0,ACEH,2
346070.0,2500000.0,373833.0,14809.0,ACEH,2
346070.0,2500000.0,902994.0,14809.0,ACEH,2
353915.0,2700000.0,506656.0,13814.0,ACEH,2
353915.0,2700000.0,331248.0,13814.0,ACEH,2
353915.0,2700000.0,837905.0,13814.0,ACEH,2
353915.0,2700000.0,637432.0,13814.0,ACEH,2
353915.0,2700000.0,633864.0,13814.0,ACEH,2
353915.0,2700000.0,1271297.0,13814.0,ACEH,2
353915.0,2700000.0,547668.0,13814.0,ACEH,2
353915.0,2700000.0,426149.0,13814.0,ACEH,2
353915.0,2700000.0,973817.0,13814.0,ACEH,2
362463.0,2700000.0,506656.0,13814.0,ACEH,2
362463.0,2700000.0,331248.0,13814.0,ACEH,2
362463.0,2700000.0,837905.0,13814.0,ACEH,2
362463.0,2700000.0,637432.0,13814.0,ACEH,2
362463.0,2700000.0,633864.0,13814.0,ACEH,2
362463.0,2700000.0,1271297.0,13814.0,ACEH,2
362463.0,2700000.0,547668.0,13814.0,ACEH,2
362463.0,2700000.0,426149.0,13814.0,ACEH,2
362463.0,2700000.0,973817.0,13814.0,ACEH,2
330958.0,2500000.0,494150.0,14809.0,ACEH,2
330958.0,2500000.0,287004.0,14809.0,ACEH,2
330958.0,2500000.0,781155.0,14809.0,ACEH,2
330958.0,2500000.0,610732.0,14809.0,ACEH,2
330958.0,2500000.0,576134.0,14809.0,ACEH,2
330958.0,2500000.0,1186867.0,14809.0,ACEH,2
330958.0,2500000.0,529161.0,14809.0,ACEH,2
330958.0,2500000.0,373833.0,14809.0,ACEH,2
330958.0,2500000.0,902994.0,14809.0,ACEH,2
346552.0,2500000.0,494150.0,14809.0,ACEH,2
346552.0,2500000.0,287004.0,14809.0,ACEH,2
346552.0,2500000.0,781155.0,14809.0,ACEH,2
346552.0,2500000.0,610732.0,14809.0,ACEH,2
346552.0,2500000.0,576134.0,14809.0,ACEH,2
346552.0,2500000.0,1186867.0,14809.0,ACEH,2
346552.0,2500000.0,529161.0,14809.0,ACEH,2
346552.0,2500000.0,373833.0,14809.0,ACEH,2
346552.0,2500000.0,902994.0,14809.0,ACEH,2
353291.0,2700000.0,506656.0,13814.0,ACEH,2
353291.0,2700000.0,331248.0,13814.0,ACEH,2
353291.0,2700000.0,837905.0,13814.0,ACEH,2
353291.0,2700000.0,637432.0,13814.0,ACEH,2
353291.0,2700000.0,633864.0,13814.0,ACEH,2
353291.0,2700000.0,1271297.0,13814.0,ACEH,2
353291.0,2700000.0,547668.0,13814.0,ACEH,2
353291.0,2700000.0,426149.0,13814.0,ACEH,2
353291.0,2700000.0,973817.0,13814.0,ACEH,2
361835.0,2700000.0,506656.0,13814.0,ACEH,2
361835.0,2700000.0,331248.0,13814.0,ACEH,2
361835.0,2700000.0,837905.0,13814.0,ACEH,2
361835.0,2700000.0,637432.0,13814.0,ACEH,2
361835.0,2700000.0,633864.0,13814.0,ACEH,2
361835.0,2700000.0,1271297.0,13814.0,ACEH,2
361835.0,2700000.0,547668.0,13814.0,ACEH,2
361835.0,2700000.0,426149.0,13814.0,ACEH,2
361835.0,2700000.0,973817.0,13814.0,ACEH,2
364040.0,2916810.0,520759.0,15065.0,ACEH,2
364040.0,2916810.0,334915.0,15065.0,ACEH,2
364040.0,2916810.0,855674.0,15065.0,ACEH,2
364040.0,2916810.0,639421.0,15065.0,ACEH,2
364040.0,2916810.0,640399.0,15065.0,ACEH,2
364040.0,2916810.0,1279820.0,15065.0,ACEH,2
364040.0,2916810.0,559299.0,15065.0,ACEH,2
364040.0,2916810.0,434133.0,15065.0,ACEH,2
364040.0,2916810.0,993433.0,15065.0,ACEH,2
377620.0,2916810.0,520759.0,15065.0,ACEH,2
377620.0,2916810.0,334915.0,15065.0,ACEH,2
377620.0,2916810.0,855674.0,15065.0,ACEH,2
377620.0,2916810.0,639421.0,15065.0,ACEH,2
377620.0,2916810.0,640399.0,15065.0,ACEH,2
377620.0,2916810.0,1279820.0,15065.0,ACEH,2
377620.0,2916810.0,559299.0,15065.0,ACEH,2
377620.0,2916810.0,434133.0,15065.0,ACEH,2
377620.0,2916810.0,993433.0,15065.0,ACEH,2
398026.0,3165031.0,566947.0,18099.0,ACEH,2
398026.0,3165031.0,378673.0,18099.0,ACEH,2
398026.0,3165031.0,945621.0,18099.0,ACEH,2
398026.0,3165031.0,655222.0,18099.0,ACEH,2
398026.0,3165031.0,704431.0,18099.0,ACEH,2
398026.0,3165031.0,1359653.0,18099.0,ACEH,1
398026.0,3165031.0,595634.0,18099.0,ACEH,2
398026.0,3165031.0,484536.0,18099.0,ACEH,2
398026.0,3165031.0,1080171.0,18099.0,ACEH,1
399504.0,3165031.0,566947.0,18099.0,ACEH,2
399504.0,3165031.0,378673.0,18099.0,ACEH,2
399504.0,3165031.0,945621.0,18099.0,ACEH,2
399504.0,3165031.0,655222.0,18099.0,ACEH,2
399504.0,3165031.0,704431.0,18099.0,ACEH,2
399504.0,3165031.0,1359653.0,18099.0,ACEH,1
399504.0,3165031.0,595634.0,18099.0,ACEH,2
399504.0,3165031.0,484536.0,18099.0,ACEH,2
399504.0,3165031.0,1080171.0,18099.0,ACEH,1
372626.0,2916810.0,520759.0,15065.0,ACEH,2
372626.0,2916810.0,334915.0,15065.0,ACEH,2
372626.0,2916810.0,855674.0,15065.0,ACEH,2
372626.0,2916810.0,639421.0,15065.0,ACEH,2
372626.0,2916810.0,640399.0,15065.0,ACEH,2
372626.0,2916810.0,1279820.0,15065.0,ACEH,2
372626.0,2916810.0,559299.0,15065.0,ACEH,2
372626.0,2916810.0,434133.0,15065.0,ACEH,2
372626.0,2916810.0,993433.0,15065.0,ACEH,2
387367.0,2916810.0,520759.0,15065.0,ACEH,2
387367.0,2916810.0,334915.0,15065.0,ACEH,2
387367.0,2916810.0,855674.0,15065.0,ACEH,2
387367.0,2916810.0,639421.0,15065.0,ACEH,2
387367.0,2916810.0,640399.0,15065.0,ACEH,2
387367.0,2916810.0,1279820.0,15065.0,ACEH,2
387367.0,2916810.0,559299.0,15065.0,ACEH,2
387367.0,2916810.0,434133.0,15065.0,ACEH,2
387367.0,2916810.0,993433.0,15065.0,ACEH,2
396615.0,3165031.0,566947.0,18099.0,ACEH,2
396615.0,3165031.0,378673.0,18099.0,ACEH,2
396615.0,3165031.0,945621.0,18099.0,ACEH,2
396615.0,3165031.0,655222.0,18099.0,ACEH,2
396615.0,3165031.0,704431.0,18099.0,ACEH,2
396615.0,3165031.0,1359653.0,18099.0,ACEH,1
396615.0,3165031.0,595634.0,18099.0,ACEH,2
396615.0,3165031.0,484536.0,18099.0,ACEH,2
396615.0,3165031.0,1080171.0,18099.0,ACEH,1
397816.0,3165031.0,566947.0,18099.0,ACEH,2
397816.0,3165031.0,378673.0,18099.0,ACEH,2
397816.0,3165031.0,945621.0,18099.0,ACEH,2
397816.0,3165031.0,655222.0,18099.0,ACEH,2
397816.0,3165031.0,704431.0,18099.0,ACEH,2
397816.0,3165031.0,1359653.0,18099.0,ACEH,1
397816.0,3165031.0,595634.0,18099.0,ACEH,2
397816.0,3165031.0,484536.0,18099.0,ACEH,2
397816.0,3165031.0,1080171.0,18099.0,ACEH,1
370093.0,2916810.0,520759.0,15065.0,ACEH,2
370093.0,2916810.0,334915.0,15065.0,ACEH,2
370093.0,2916810.0,855674.0,15065.0,ACEH,2
370093.0,2916810.0,639421.0,15065.0,ACEH,2
370093.0,2916810.0,640399.0,15065.0,ACEH,2
370093.0,2916810.0,1279820.0,15065.0,ACEH,2
370093.0,2916810.0,559299.0,15065.0,ACEH,2
370093.0,2916810.0,434133.0,15065.0,ACEH,2
370093.0,2916810.0,993433.0,15065.0,ACEH,2
384381.0,2916810.0,520759.0,15065.0,ACEH,2
384381.0,2916810.0,334915.0,15065.0,ACEH,2
384381.0,2916810.0,855674.0,15065.0,ACEH,2
384381.0,2916810.0,639421.0,15065.0,ACEH,2
384381.0,2916810.0,640399.0,15065.0,ACEH,2
384381.0,2916810.0,1279820.0,15065.0,ACEH,2
384381.0,2916810.0,559299.0,15065.0,ACEH,2
384381.0,2916810.0,434133.0,15065.0,ACEH,2
384381.0,2916810.0,993433.0,15065.0,ACEH,2
397032.0,3165031.0,566947.0,18099.0,ACEH,2
397032.0,3165031.0,378673.0,18099.0,ACEH,2
397032.0,3165031.0,945621.0,18099.0,ACEH,2
397032.0,3165031.0,655222.0,18099.0,ACEH,2
397032.0,3165031.0,704431.0,18099.0,ACEH,2
397032.0,3165031.0,1359653.0,18099.0,ACEH,1
397032.0,3165031.0,595634.0,18099.0,ACEH,2
397032.0,3165031.0,484536.0,18099.0,ACEH,2
397032.0,3165031.0,1080171.0,18099.0,ACEH,1
398316.0,3165031.0,566947.0,18099.0,ACEH,2
398316.0,3165031.0,378673.0,18099.0,ACEH,2
398316.0,3165031.0,945621.0,18099.0,ACEH,2
398316.0,3165031.0,655222.0,18099.0,ACEH,2
398316.0,3165031.0,704431.0,18099.0,ACEH,2
398316.0,3165031.0,1359653.0,18099.0,ACEH,1
398316.0,3165031.0,595634.0,18099.0,ACEH,2
398316.0,3165031.0,484536.0,18099.0,ACEH,2
398316.0,3165031.0,1080171.0,18099.0,ACEH,1
418047.0,3165031.0,597940.0,17037.0,ACEH,2
418047.0,3165031.0,378673.0,17037.0,ACEH,2
418047.0,3165031.0,976613.0,17037.0,ACEH,2
418047.0,3165031.0,734401.0,17037.0,ACEH,2
418047.0,3165031.0,724090.0,17037.0,ACEH,2
418047.0,3165031.0,1458492.0,17037.0,ACEH,1
418047.0,3165031.0,643591.0,17037.0,ACEH,2
418047.0,3165031.0,494227.0,17037.0,ACEH,2
418047.0,3165031.0,1137819.0,17037.0,ACEH,1
426126.0,3165031.0,597940.0,17037.0,ACEH,2
426126.0,3165031.0,378673.0,17037.0,ACEH,2
426126.0,3165031.0,976613.0,17037.0,ACEH,2
426126.0,3165031.0,734401.0,17037.0,ACEH,2
426126.0,3165031.0,724090.0,17037.0,ACEH,2
426126.0,3165031.0,1458492.0,17037.0,ACEH,1
426126.0,3165031.0,643591.0,17037.0,ACEH,2
426126.0,3165031.0,494227.0,17037.0,ACEH,2
426126.0,3165031.0,1137819.0,17037.0,ACEH,1
448528.0,3166460.0,633566.0,16772.0,ACEH,2
448528.0,3166460.0,406040.0,16772.0,ACEH,2
448528.0,3166460.0,1039606.0,16772.0,ACEH,1
448528.0,3166460.0,736172.0,16772.0,ACEH,2
448528.0,3166460.0,716409.0,16772.0,ACEH,2
448528.0,3166460.0,1452581.0,16772.0,ACEH,1
448528.0,3166460.0,668480.0,16772.0,ACEH,2
448528.0,3166460.0,511651.0,16772.0,ACEH,2
448528.0,3166460.0,1180132.0,16772.0,ACEH,1
481276.0,3166460.0,633566.0,16772.0,ACEH,2
481276.0,3166460.0,406040.0,16772.0,ACEH,2
481276.0,3166460.0,1039606.0,16772.0,ACEH,1
481276.0,3166460.0,736172.0,16772.0,ACEH,2
481276.0,3166460.0,716409.0,16772.0,ACEH,2
481276.0,3166460.0,1452581.0,16772.0,ACEH,1
481276.0,3166460.0,668480.0,16772.0,ACEH,2
481276.0,3166460.0,511651.0,16772.0,ACEH,2
481276.0,3166460.0,1180132.0,16772.0,ACEH,1
406917.0,3165031.0,597940.0,17037.0,ACEH,2
406917.0,3165031.0,378673.0,17037.0,ACEH,2
406917.0,3165031.0,976613.0,17037.0,ACEH,2
406917.0,3165031.0,734401.0,17037.0,ACEH,2
406917.0,3165031.0,724090.0,17037.0,ACEH,2
406917.0,3165031.0,1458492.0,17037.0,ACEH,1
406917.0,3165031.0,643591.0,17037.0,ACEH,2
406917.0,3165031.0,494227.0,17037.0,ACEH,2
406917.0,3165031.0,1137819.0,17037.0,ACEH,1
414738.0,3165031.0,597940.0,17037.0,ACEH,2
414738.0,3165031.0,378673.0,17037.0,ACEH,2
414738.0,3165031.0,976613.0,17037.0,ACEH,2
414738.0,3165031.0,734401.0,17037.0,ACEH,2
414738.0,3165031.0,724090.0,17037.0,ACEH,2
414738.0,3165031.0,1458492.0,17037.0,ACEH,1
414738.0,3165031.0,643591.0,17037.0,ACEH,2
414738.0,3165031.0,494227.0,17037.0,ACEH,2
414738.0,3165031.0,1137819.0,17037.0,ACEH,1
434104.0,3166460.0,633566.0,16772.0,ACEH,2
434104.0,3166460.0,406040.0,16772.0,ACEH,2
434104.0,3166460.0,1039606.0,16772.0,ACEH,2
434104.0,3166460.0,736172.0,16772.0,ACEH,2
434104.0,3166460.0,716409.0,16772.0,ACEH,2
434104.0,3166460.0,1452581.0,16772.0,ACEH,1
434104.0,3166460.0,668480.0,16772.0,ACEH,2
434104.0,3166460.0,511651.0,16772.0,ACEH,2
434104.0,3166460.0,1180132.0,16772.0,ACEH,1
462138.0,3166460.0,633566.0,16772.0,ACEH,2
462138.0,3166460.0,406040.0,16772.0,ACEH,2
462138.0,3166460.0,1039606.0,16772.0,ACEH,1
462138.0,3166460.0,736172.0,16772.0,ACEH,2
462138.0,3166460.0,716409.0,16772.0,ACEH,2
462138.0,3166460.0,1452581.0,16772.0,ACEH,1
462138.0,3166460.0,668480.0,16772.0,ACEH,2
462138.0,3166460.0,511651.0,16772.0,ACEH,2
462138.0,3166460.0,1180132.0,16772.0,ACEH,1
410420.0,3165031.0,597940.0,17037.0,ACEH,2
410420.0,3165031.0,378673.0,17037.0,ACEH,2
410420.0,3165031.0,976613.0,17037.0,ACEH,2
410420.0,3165031.0,734401.0,17037.0,ACEH,2
410420.0,3165031.0,724090.0,17037.0,ACEH,2
410420.0,3165031.0,1458492.0,17037.0,ACEH,1
410420.0,3165031.0,643591.0,17037.0,ACEH,2
410420.0,3165031.0,494227.0,17037.0,ACEH,2
410420.0,3165031.0,1137819.0,17037.0,ACEH,1
418296.0,3165031.0,597940.0,17037.0,ACEH,2
418296.0,3165031.0,378673.0,17037.0,ACEH,2
418296.0,3165031.0,976613.0,17037.0,ACEH,2
418296.0,3165031.0,734401.0,17037.0,ACEH,2
418296.0,3165031.0,724090.0,17037.0,ACEH,2
418296.0,3165031.0,1458492.0,17037.0,ACEH,1
418296.0,3165031.0,643591.0,17037.0,ACEH,2
418296.0,3165031.0,494227.0,17037.0,ACEH,2
418296.0,3165031.0,1137819.0,17037.0,ACEH,1
438658.0,3166460.0,633566.0,16772.0,ACEH,2
438658.0,3166460.0,406040.0,16772.0,ACEH,2
438658.0,3166460.0,1039606.0,16772.0,ACEH,2
438658.0,3166460.0,736172.0,16772.0,ACEH,2
438658.0,3166460.0,716409.0,16772.0,ACEH,2
438658.0,3166460.0,1452581.0,16772.0,ACEH,1
438658.0,3166460.0,668480.0,16772.0,ACEH,2
438658.0,3166460.0,511651.0,16772.0,ACEH,2
438658.0,3166460.0,1180132.0,16772.0,ACEH,1
468255.0,3166460.0,633566.0,16772.0,ACEH,2
468255.0,3166460.0,406040.0,16772.0,ACEH,2
468255.0,3166460.0,1039606.0,16772.0,ACEH,1
468255.0,3166460.0,736172.0,16772.0,ACEH,2
468255.0,3166460.0,716409.0,16772.0,ACEH,2
468255.0,3166460.0,1452581.0,16772.0,ACEH,1
468255.0,3166460.0,668480.0,16772.0,ACEH,2
468255.0,3166460.0,511651.0,16772.0,ACEH,2
468255.0,3166460.0,1180132.0,16772.0,ACEH,1
116717.0,1900000.0,395136.0,11226.0,ACEH,0
116717.0,1900000.0,260183.00000000006,11226.0,ACEH,0
116717.0,1900000.0,655319.0,11226.0,ACEH,0
116717.0,1900000.0,466355.0,11226.0,ACEH,0
116717.0,1900000.0,529945.0,11226.0,ACEH,0
116717.0,1900000.0,996300.0,11226.0,ACEH,0
116717.0,1900000.0,415354.0,11226.0,ACEH,0
116717.0,1900000.0,336764.0,11226.0,ACEH,0
116717.0,1900000.0,752118.0,11226.0,ACEH,0
118196.0,1900000.0,395136.0,11226.0,ACEH,0
118196.0,1900000.0,260183.00000000006,11226.0,ACEH,0
118196.0,1900000.0,655319.0,11226.0,ACEH,0
118196.0,1900000.0,466355.0,11226.0,ACEH,0
118196.0,1900000.0,529945.0,11226.0,ACEH,0
118196.0,1900000.0,996300.0,11226.0,ACEH,0
118196.0,1900000.0,415354.0,11226.0,ACEH,0
118196.0,1900000.0,336764.0,11226.0,ACEH,0
118196.0,1900000.0,752118.0,11226.0,ACEH,0
121727.0,2118500.0,412251.0,13627.0,ACEH,0
121727.0,2118500.0,272829.0,13627.0,ACEH,0
121727.0,2118500.0,685080.0,13627.0,ACEH,0
121727.0,2118500.0,548853.0,13627.0,ACEH,0
121727.0,2118500.0,559492.0,13627.0,ACEH,0
121727.0,2118500.0,1108346.0,13627.0,ACEH,0
121727.0,2118500.0,451952.0,13627.0,ACEH,0
121727.0,2118500.0,356142.0,13627.0,ACEH,0
121727.0,2118500.0,808094.0,13627.0,ACEH,0
125719.0,2118500.0,412251.0,13627.0,ACEH,0
125719.0,2118500.0,272829.0,13627.0,ACEH,0
125719.0,2118500.0,685080.0,13627.0,ACEH,0
125719.0,2118500.0,548853.0,13627.0,ACEH,0
125719.0,2118500.0,559492.0,13627.0,ACEH,0
125719.0,2118500.0,1108346.0,13627.0,ACEH,0
125719.0,2118500.0,451952.0,13627.0,ACEH,0
125719.0,2118500.0,356142.0,13627.0,ACEH,0
125719.0,2118500.0,808094.0,13627.0,ACEH,0
84638.0,1900000.0,395136.0,11226.0,ACEH,0
84638.0,1900000.0,260183.00000000006,11226.0,ACEH,0
84638.0,1900000.0,655319.0,11226.0,ACEH,0
84638.0,1900000.0,466355.0,11226.0,ACEH,0
84638.0,1900000.0,529945.0,11226.0,ACEH,0
84638.0,1900000.0,996300.0,11226.0,ACEH,0
84638.0,1900000.0,415354.0,11226.0,ACEH,0
84638.0,1900000.0,336764.0,11226.0,ACEH,0
84638.0,1900000.0,752118.0,11226.0,ACEH,0
87682.0,1900000.0,395136.0,11226.0,ACEH,0
87682.0,1900000.0,260183.00000000006,11226.0,ACEH,0
87682.0,1900000.0,655319.0,11226.0,ACEH,0
87682.0,1900000.0,466355.0,11226.0,ACEH,0
87682.0,1900000.0,529945.0,11226.0,ACEH,0
87682.0,1900000.0,996300.0,11226.0,ACEH,0
87682.0,1900000.0,415354.0,11226.0,ACEH,0
87682.0,1900000.0,336764.0,11226.0,ACEH,0
87682.0,1900000.0,752118.0,11226.0,ACEH,0
88288.0,2118500.0,412251.0,13627.0,ACEH,0
88288.0,2118500.0,272829.0,13627.0,ACEH,0
88288.0,2118500.0,685080.0,13627.0,ACEH,0
88288.0,2118500.0,548853.0,13627.0,ACEH,0
88288.0,2118500.0,559492.0,13627.0,ACEH,0
88288.0,2118500.0,1108346.0,13627.0,ACEH,0
88288.0,2118500.0,451952.0,13627.0,ACEH,0
88288.0,2118500.0,356142.0,13627.0,ACEH,0
88288.0,2118500.0,808094.0,13627.0,ACEH,0
